QueryTaxID,TaxID,Rank,ScientificName
QueryTaxID,TaxID,Rank,ScientificName
337042,337042,species,Alphapapillomavirus 7
337042,10239,superkingdom,Viruses
337042,2731342,clade,Monodnaviria
337042,2732092,kingdom,Shotokuvirae
337042,2732415,phylum,Cossaviricota
337042,2732421,class,Papovaviricetes
337042,2732533,order,Zurhausenvirales
337042,151340,family,Papillomaviridae
337042,2169595,subfamily,Firstpapillomavirinae
337042,333750,genus,Alphapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
337043,337043,species,Alphapapillomavirus 4
337043,10239,superkingdom,Viruses
337043,2731342,clade,Monodnaviria
337043,2732092,kingdom,Shotokuvirae
337043,2732415,phylum,Cossaviricota
337043,2732421,class,Papovaviricetes
337043,2732533,order,Zurhausenvirales
337043,151340,family,Papillomaviridae
337043,2169595,subfamily,Firstpapillomavirinae
337043,333750,genus,Alphapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
337044,337044,species,Alphapapillomavirus 5
337044,10239,superkingdom,Viruses
337044,2731342,clade,Monodnaviria
337044,2732092,kingdom,Shotokuvirae
337044,2732415,phylum,Cossaviricota
337044,2732421,class,Papovaviricetes
337044,2732533,order,Zurhausenvirales
337044,151340,family,Papillomaviridae
337044,2169595,subfamily,Firstpapillomavirinae
337044,333750,genus,Alphapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
337048,337048,species,Alphapapillomavirus 1
337048,10239,superkingdom,Viruses
337048,2731342,clade,Monodnaviria
337048,2732092,kingdom,Shotokuvirae
337048,2732415,phylum,Cossaviricota
337048,2732421,class,Papovaviricetes
337048,2732533,order,Zurhausenvirales
337048,151340,family,Papillomaviridae
337048,2169595,subfamily,Firstpapillomavirinae
337048,333750,genus,Alphapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
337049,337049,species,Alphapapillomavirus 11
337049,10239,superkingdom,Viruses
337049,2731342,clade,Monodnaviria
337049,2732092,kingdom,Shotokuvirae
337049,2732415,phylum,Cossaviricota
337049,2732421,class,Papovaviricetes
337049,2732533,order,Zurhausenvirales
337049,151340,family,Papillomaviridae
337049,2169595,subfamily,Firstpapillomavirinae
337049,333750,genus,Alphapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
337050,337050,species,Alphapapillomavirus 6
337050,10239,superkingdom,Viruses
337050,2731342,clade,Monodnaviria
337050,2732092,kingdom,Shotokuvirae
337050,2732415,phylum,Cossaviricota
337050,2732421,class,Papovaviricetes
337050,2732533,order,Zurhausenvirales
337050,151340,family,Papillomaviridae
337050,2169595,subfamily,Firstpapillomavirinae
337050,333750,genus,Alphapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
337051,337051,species,Betapapillomavirus 1
337051,10239,superkingdom,Viruses
337051,2731342,clade,Monodnaviria
337051,2732092,kingdom,Shotokuvirae
337051,2732415,phylum,Cossaviricota
337051,2732421,class,Papovaviricetes
337051,2732533,order,Zurhausenvirales
337051,151340,family,Papillomaviridae
337051,2169595,subfamily,Firstpapillomavirinae
337051,333922,genus,Betapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
337052,337052,species,Deltapapillomavirus 4
337052,10239,superkingdom,Viruses
337052,2731342,clade,Monodnaviria
337052,2732092,kingdom,Shotokuvirae
337052,2732415,phylum,Cossaviricota
337052,2732421,class,Papovaviricetes
337052,2732533,order,Zurhausenvirales
337052,151340,family,Papillomaviridae
337052,2169595,subfamily,Firstpapillomavirinae
337052,325454,genus,Deltapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
337054,337054,serotype,Human papillomavirus type 88
337054,10239,superkingdom,Viruses
337054,2731342,clade,Monodnaviria
337054,2732092,kingdom,Shotokuvirae
337054,2732415,phylum,Cossaviricota
337054,2732421,class,Papovaviricetes
337054,2732533,order,Zurhausenvirales
337054,151340,family,Papillomaviridae
337054,2169595,subfamily,Firstpapillomavirinae
337054,325455,genus,Gammapapillomavirus
337054,333931,species,Gammapapillomavirus 5
QueryTaxID,TaxID,Rank,ScientificName
338322,338322,no rank,Human papillomavirus type 68a
338322,10239,superkingdom,Viruses
338322,2731342,clade,Monodnaviria
338322,2732092,kingdom,Shotokuvirae
338322,2732415,phylum,Cossaviricota
338322,2732421,class,Papovaviricetes
338322,2732533,order,Zurhausenvirales
338322,151340,family,Papillomaviridae
338322,2169595,subfamily,Firstpapillomavirinae
338322,333750,genus,Alphapapillomavirus
338322,337042,species,Alphapapillomavirus 7
338322,45240,serotype,human papillomavirus 68
QueryTaxID,TaxID,Rank,ScientificName
338323,338323,serotype,human papillomavirus 103
338323,10239,superkingdom,Viruses
338323,2731342,clade,Monodnaviria
338323,2732092,kingdom,Shotokuvirae
338323,2732415,phylum,Cossaviricota
338323,2732421,class,Papovaviricetes
338323,2732533,order,Zurhausenvirales
338323,151340,family,Papillomaviridae
338323,2169595,subfamily,Firstpapillomavirinae
338323,325455,genus,Gammapapillomavirus
338323,1175848,species,Gammapapillomavirus 6
QueryTaxID,TaxID,Rank,ScientificName
338324,338324,serotype,human papillomavirus 97
338324,10239,superkingdom,Viruses
338324,2731342,clade,Monodnaviria
338324,2732092,kingdom,Shotokuvirae
338324,2732415,phylum,Cossaviricota
338324,2732421,class,Papovaviricetes
338324,2732533,order,Zurhausenvirales
338324,151340,family,Papillomaviridae
338324,2169595,subfamily,Firstpapillomavirinae
338324,333750,genus,Alphapapillomavirus
338324,337042,species,Alphapapillomavirus 7
QueryTaxID,TaxID,Rank,ScientificName
338326,338326,serotype,human papillomavirus 106
338326,10239,superkingdom,Viruses
338326,2731342,clade,Monodnaviria
338326,2732092,kingdom,Shotokuvirae
338326,2732415,phylum,Cossaviricota
338326,2732421,class,Papovaviricetes
338326,2732533,order,Zurhausenvirales
338326,151340,family,Papillomaviridae
338326,2169595,subfamily,Firstpapillomavirinae
338326,333750,genus,Alphapapillomavirus
338326,931244,species,Alphapapillomavirus 14
QueryTaxID,TaxID,Rank,ScientificName
338327,338327,serotype,human papillomavirus 102
338327,10239,superkingdom,Viruses
338327,2731342,clade,Monodnaviria
338327,2732092,kingdom,Shotokuvirae
338327,2732415,phylum,Cossaviricota
338327,2732421,class,Papovaviricetes
338327,2732533,order,Zurhausenvirales
338327,151340,family,Papillomaviridae
338327,2169595,subfamily,Firstpapillomavirinae
338327,333750,genus,Alphapapillomavirus
338327,333767,species,Alphapapillomavirus 3
QueryTaxID,TaxID,Rank,ScientificName
338903,338903,serotype,Capra hircus papillomavirus 1
338903,10239,superkingdom,Viruses
338903,2731342,clade,Monodnaviria
338903,2732092,kingdom,Shotokuvirae
338903,2732415,phylum,Cossaviricota
338903,2732421,class,Papovaviricetes
338903,2732533,order,Zurhausenvirales
338903,151340,family,Papillomaviridae
338903,2169595,subfamily,Firstpapillomavirinae
338903,934802,genus,Phipapillomavirus
338903,1177757,species,Phipapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
348686,348686,serotype,Uncia uncia papillomavirus type 1
348686,10239,superkingdom,Viruses
348686,2731342,clade,Monodnaviria
348686,2732092,kingdom,Shotokuvirae
348686,2732415,phylum,Cossaviricota
348686,2732421,class,Papovaviricetes
348686,2732533,order,Zurhausenvirales
348686,151340,family,Papillomaviridae
348686,2169595,subfamily,Firstpapillomavirinae
348686,325462,genus,Lambdapapillomavirus
348686,181667,species,Lambdapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
35257,35257,serotype,Human papillomavirus type 6e
35257,10239,superkingdom,Viruses
35257,2731342,clade,Monodnaviria
35257,2732092,kingdom,Shotokuvirae
35257,2732415,phylum,Cossaviricota
35257,2732421,class,Papovaviricetes
35257,2732533,order,Zurhausenvirales
35257,151340,family,Papillomaviridae
35257,2169595,subfamily,Firstpapillomavirinae
35257,333750,genus,Alphapapillomavirus
35257,333754,species,Alphapapillomavirus 10
QueryTaxID,TaxID,Rank,ScientificName
35258,35258,species,Lambdapapillomavirus 2
35258,10239,superkingdom,Viruses
35258,2731342,clade,Monodnaviria
35258,2732092,kingdom,Shotokuvirae
35258,2732415,phylum,Cossaviricota
35258,2732421,class,Papovaviricetes
35258,2732533,order,Zurhausenvirales
35258,151340,family,Papillomaviridae
35258,2169595,subfamily,Firstpapillomavirinae
35258,325462,genus,Lambdapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
360397,360397,serotype,Canis familiaris papillomavirus 3
360397,10239,superkingdom,Viruses
360397,2731342,clade,Monodnaviria
360397,2732092,kingdom,Shotokuvirae
360397,2732415,phylum,Cossaviricota
360397,2732421,class,Papovaviricetes
360397,2732533,order,Zurhausenvirales
360397,151340,family,Papillomaviridae
360397,2169595,subfamily,Firstpapillomavirinae
360397,934800,genus,Chipapillomavirus
360397,1177758,species,Chipapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
369584,369584,serotype,Rousettus aegyptiacus papillomavirus 1
369584,10239,superkingdom,Viruses
369584,2731342,clade,Monodnaviria
369584,2732092,kingdom,Shotokuvirae
369584,2732415,phylum,Cossaviricota
369584,2732421,class,Papovaviricetes
369584,2732533,order,Zurhausenvirales
369584,151340,family,Papillomaviridae
369584,2169595,subfamily,Firstpapillomavirinae
369584,935650,genus,Psipapillomavirus
369584,1177762,species,Psipapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
37111,37111,serotype,Human papillomavirus 28
37111,10239,superkingdom,Viruses
37111,2731342,clade,Monodnaviria
37111,2732092,kingdom,Shotokuvirae
37111,2732415,phylum,Cossaviricota
37111,2732421,class,Papovaviricetes
37111,2732533,order,Zurhausenvirales
37111,151340,family,Papillomaviridae
37111,2169595,subfamily,Firstpapillomavirinae
37111,333750,genus,Alphapapillomavirus
37111,337039,species,Alphapapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
37112,37112,serotype,Human papillomavirus 29
37112,10239,superkingdom,Viruses
37112,2731342,clade,Monodnaviria
37112,2732092,kingdom,Shotokuvirae
37112,2732415,phylum,Cossaviricota
37112,2732421,class,Papovaviricetes
37112,2732533,order,Zurhausenvirales
37112,151340,family,Papillomaviridae
37112,2169595,subfamily,Firstpapillomavirinae
37112,333750,genus,Alphapapillomavirus
37112,337039,species,Alphapapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
37114,37114,serotype,Human papillomavirus type 55
37114,10239,superkingdom,Viruses
37114,2731342,clade,Monodnaviria
37114,2732092,kingdom,Shotokuvirae
37114,2732415,phylum,Cossaviricota
37114,2732421,class,Papovaviricetes
37114,2732533,order,Zurhausenvirales
37114,151340,family,Papillomaviridae
37114,2169595,subfamily,Firstpapillomavirinae
37114,333750,genus,Alphapapillomavirus
37114,333754,species,Alphapapillomavirus 10
QueryTaxID,TaxID,Rank,ScientificName
37115,37115,serotype,human papillomavirus 59
37115,10239,superkingdom,Viruses
37115,2731342,clade,Monodnaviria
37115,2732092,kingdom,Shotokuvirae
37115,2732415,phylum,Cossaviricota
37115,2732421,class,Papovaviricetes
37115,2732533,order,Zurhausenvirales
37115,151340,family,Papillomaviridae
37115,2169595,subfamily,Firstpapillomavirinae
37115,333750,genus,Alphapapillomavirus
37115,337042,species,Alphapapillomavirus 7
QueryTaxID,TaxID,Rank,ScientificName
37116,37116,serotype,Human papillomavirus type 61
37116,10239,superkingdom,Viruses
37116,2731342,clade,Monodnaviria
37116,2732092,kingdom,Shotokuvirae
37116,2732415,phylum,Cossaviricota
37116,2732421,class,Papovaviricetes
37116,2732533,order,Zurhausenvirales
37116,151340,family,Papillomaviridae
37116,2169595,subfamily,Firstpapillomavirinae
37116,333750,genus,Alphapapillomavirus
37116,333767,species,Alphapapillomavirus 3
QueryTaxID,TaxID,Rank,ScientificName
37118,37118,species,Human papillomavirus type 64
37118,10239,superkingdom,Viruses
37118,2731342,clade,Monodnaviria
37118,2732092,kingdom,Shotokuvirae
37118,2732415,phylum,Cossaviricota
37118,2732421,class,Papovaviricetes
37118,2732533,order,Zurhausenvirales
37118,151340,family,Papillomaviridae
37118,333774,no rank,unclassified Papillomaviridae
37118,173087,clade,Human papillomavirus types
QueryTaxID,TaxID,Rank,ScientificName
37119,37119,serotype,human papillomavirus 66
37119,10239,superkingdom,Viruses
37119,2731342,clade,Monodnaviria
37119,2732092,kingdom,Shotokuvirae
37119,2732415,phylum,Cossaviricota
37119,2732421,class,Papovaviricetes
37119,2732533,order,Zurhausenvirales
37119,151340,family,Papillomaviridae
37119,2169595,subfamily,Firstpapillomavirinae
37119,333750,genus,Alphapapillomavirus
37119,337050,species,Alphapapillomavirus 6
QueryTaxID,TaxID,Rank,ScientificName
37120,37120,serotype,human papillomavirus 67
37120,10239,superkingdom,Viruses
37120,2731342,clade,Monodnaviria
37120,2732092,kingdom,Shotokuvirae
37120,2732415,phylum,Cossaviricota
37120,2732421,class,Papovaviricetes
37120,2732533,order,Zurhausenvirales
37120,151340,family,Papillomaviridae
37120,2169595,subfamily,Firstpapillomavirinae
37120,333750,genus,Alphapapillomavirus
37120,337041,species,Alphapapillomavirus 9
QueryTaxID,TaxID,Rank,ScientificName
37121,37121,serotype,human papillomavirus 69
37121,10239,superkingdom,Viruses
37121,2731342,clade,Monodnaviria
37121,2732092,kingdom,Shotokuvirae
37121,2732415,phylum,Cossaviricota
37121,2732421,class,Papovaviricetes
37121,2732533,order,Zurhausenvirales
37121,151340,family,Papillomaviridae
37121,2169595,subfamily,Firstpapillomavirinae
37121,333750,genus,Alphapapillomavirus
37121,337044,species,Alphapapillomavirus 5
QueryTaxID,TaxID,Rank,ScientificName
37122,37122,serotype,Human papillomavirus type 6a
37122,10239,superkingdom,Viruses
37122,2731342,clade,Monodnaviria
37122,2732092,kingdom,Shotokuvirae
37122,2732415,phylum,Cossaviricota
37122,2732421,class,Papovaviricetes
37122,2732533,order,Zurhausenvirales
37122,151340,family,Papillomaviridae
37122,2169595,subfamily,Firstpapillomavirinae
37122,333750,genus,Alphapapillomavirus
37122,333754,species,Alphapapillomavirus 10
QueryTaxID,TaxID,Rank,ScientificName
374078,374078,no rank,Bovine papillomavirus type 8-EB
374078,10239,superkingdom,Viruses
374078,2731342,clade,Monodnaviria
374078,2732092,kingdom,Shotokuvirae
374078,2732415,phylum,Cossaviricota
374078,2732421,class,Papovaviricetes
374078,2732533,order,Zurhausenvirales
374078,151340,family,Papillomaviridae
374078,2169595,subfamily,Firstpapillomavirinae
374078,325459,genus,Epsilonpapillomavirus
374078,40537,species,Epsilonpapillomavirus 1
374078,2758968,no rank,Bos taurus papillomavirus 8
QueryTaxID,TaxID,Rank,ScientificName
37754,37754,no rank,Human papillomavirus unidentified type (ICPX1)
37754,10239,superkingdom,Viruses
37754,2731342,clade,Monodnaviria
37754,2732092,kingdom,Shotokuvirae
37754,2732415,phylum,Cossaviricota
37754,2732421,class,Papovaviricetes
37754,2732533,order,Zurhausenvirales
37754,151340,family,Papillomaviridae
37754,333774,no rank,unclassified Papillomaviridae
37754,173087,clade,Human papillomavirus types
37754,10566,species,Human papillomavirus
QueryTaxID,TaxID,Rank,ScientificName
37755,37755,no rank,Human papillomavirus unidentified type (RTRX1)
37755,10239,superkingdom,Viruses
37755,2731342,clade,Monodnaviria
37755,2732092,kingdom,Shotokuvirae
37755,2732415,phylum,Cossaviricota
37755,2732421,class,Papovaviricetes
37755,2732533,order,Zurhausenvirales
37755,151340,family,Papillomaviridae
37755,333774,no rank,unclassified Papillomaviridae
37755,173087,clade,Human papillomavirus types
37755,10566,species,Human papillomavirus
QueryTaxID,TaxID,Rank,ScientificName
37756,37756,no rank,Human papillomavirus unidentified type (RTRX2)
37756,10239,superkingdom,Viruses
37756,2731342,clade,Monodnaviria
37756,2732092,kingdom,Shotokuvirae
37756,2732415,phylum,Cossaviricota
37756,2732421,class,Papovaviricetes
37756,2732533,order,Zurhausenvirales
37756,151340,family,Papillomaviridae
37756,333774,no rank,unclassified Papillomaviridae
37756,173087,clade,Human papillomavirus types
37756,10566,species,Human papillomavirus
QueryTaxID,TaxID,Rank,ScientificName
37757,37757,no rank,Human papillomavirus unidentified type (RTRX3)
37757,10239,superkingdom,Viruses
37757,2731342,clade,Monodnaviria
37757,2732092,kingdom,Shotokuvirae
37757,2732415,phylum,Cossaviricota
37757,2732421,class,Papovaviricetes
37757,2732533,order,Zurhausenvirales
37757,151340,family,Papillomaviridae
37757,333774,no rank,unclassified Papillomaviridae
37757,173087,clade,Human papillomavirus types
37757,10566,species,Human papillomavirus
QueryTaxID,TaxID,Rank,ScientificName
37758,37758,no rank,Human papillomavirus unidentified type (RTRX4)
37758,10239,superkingdom,Viruses
37758,2731342,clade,Monodnaviria
37758,2732092,kingdom,Shotokuvirae
37758,2732415,phylum,Cossaviricota
37758,2732421,class,Papovaviricetes
37758,2732533,order,Zurhausenvirales
37758,151340,family,Papillomaviridae
37758,333774,no rank,unclassified Papillomaviridae
37758,173087,clade,Human papillomavirus types
37758,10566,species,Human papillomavirus
QueryTaxID,TaxID,Rank,ScientificName
37759,37759,no rank,Human papillomavirus unidentified type (RTRX5)
37759,10239,superkingdom,Viruses
37759,2731342,clade,Monodnaviria
37759,2732092,kingdom,Shotokuvirae
37759,2732415,phylum,Cossaviricota
37759,2732421,class,Papovaviricetes
37759,2732533,order,Zurhausenvirales
37759,151340,family,Papillomaviridae
37759,333774,no rank,unclassified Papillomaviridae
37759,173087,clade,Human papillomavirus types
37759,10566,species,Human papillomavirus
QueryTaxID,TaxID,Rank,ScientificName
37760,37760,no rank,Human papillomavirus unidentified type (RTRX6)
37760,10239,superkingdom,Viruses
37760,2731342,clade,Monodnaviria
37760,2732092,kingdom,Shotokuvirae
37760,2732415,phylum,Cossaviricota
37760,2732421,class,Papovaviricetes
37760,2732533,order,Zurhausenvirales
37760,151340,family,Papillomaviridae
37760,333774,no rank,unclassified Papillomaviridae
37760,173087,clade,Human papillomavirus types
37760,10566,species,Human papillomavirus
QueryTaxID,TaxID,Rank,ScientificName
37954,37954,serotype,Human papillomavirus 22
37954,10239,superkingdom,Viruses
37954,2731342,clade,Monodnaviria
37954,2732092,kingdom,Shotokuvirae
37954,2732415,phylum,Cossaviricota
37954,2732421,class,Papovaviricetes
37954,2732533,order,Zurhausenvirales
37954,151340,family,Papillomaviridae
37954,2169595,subfamily,Firstpapillomavirinae
37954,333922,genus,Betapapillomavirus
37954,333924,species,Betapapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
37955,37955,serotype,Human papillomavirus 23
37955,10239,superkingdom,Viruses
37955,2731342,clade,Monodnaviria
37955,2732092,kingdom,Shotokuvirae
37955,2732415,phylum,Cossaviricota
37955,2732421,class,Papovaviricetes
37955,2732533,order,Zurhausenvirales
37955,151340,family,Papillomaviridae
37955,2169595,subfamily,Firstpapillomavirinae
37955,333922,genus,Betapapillomavirus
37955,333924,species,Betapapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
37956,37956,serotype,human papillomavirus 24
37956,10239,superkingdom,Viruses
37956,2731342,clade,Monodnaviria
37956,2732092,kingdom,Shotokuvirae
37956,2732415,phylum,Cossaviricota
37956,2732421,class,Papovaviricetes
37956,2732533,order,Zurhausenvirales
37956,151340,family,Papillomaviridae
37956,2169595,subfamily,Firstpapillomavirinae
37956,333922,genus,Betapapillomavirus
37956,337051,species,Betapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
37957,37957,serotype,human papillomavirus 36
37957,10239,superkingdom,Viruses
37957,2731342,clade,Monodnaviria
37957,2732092,kingdom,Shotokuvirae
37957,2732415,phylum,Cossaviricota
37957,2732421,class,Papovaviricetes
37957,2732533,order,Zurhausenvirales
37957,151340,family,Papillomaviridae
37957,2169595,subfamily,Firstpapillomavirinae
37957,333922,genus,Betapapillomavirus
37957,337051,species,Betapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
37958,37958,serotype,Human papillomavirus 37
37958,10239,superkingdom,Viruses
37958,2731342,clade,Monodnaviria
37958,2732092,kingdom,Shotokuvirae
37958,2732415,phylum,Cossaviricota
37958,2732421,class,Papovaviricetes
37958,2732533,order,Zurhausenvirales
37958,151340,family,Papillomaviridae
37958,2169595,subfamily,Firstpapillomavirinae
37958,333922,genus,Betapapillomavirus
37958,333924,species,Betapapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
37959,37959,serotype,Human papillomavirus 38
37959,10239,superkingdom,Viruses
37959,2731342,clade,Monodnaviria
37959,2732092,kingdom,Shotokuvirae
37959,2732415,phylum,Cossaviricota
37959,2732421,class,Papovaviricetes
37959,2732533,order,Zurhausenvirales
37959,151340,family,Papillomaviridae
37959,2169595,subfamily,Firstpapillomavirinae
37959,333922,genus,Betapapillomavirus
37959,333924,species,Betapapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
380484,380484,species,Koala papillomavirus isolate KoAA1
380484,10239,superkingdom,Viruses
380484,2731342,clade,Monodnaviria
380484,2732092,kingdom,Shotokuvirae
380484,2732415,phylum,Cossaviricota
380484,2732421,class,Papovaviricetes
380484,2732533,order,Zurhausenvirales
380484,151340,family,Papillomaviridae
380484,333774,no rank,unclassified Papillomaviridae
380484,333938,clade,non-primate mammal papillomaviruses
QueryTaxID,TaxID,Rank,ScientificName
392505,392505,serotype,Mastomys coucha papillomavirus 2
392505,10239,superkingdom,Viruses
392505,2731342,clade,Monodnaviria
392505,2732092,kingdom,Shotokuvirae
392505,2732415,phylum,Cossaviricota
392505,2732421,class,Papovaviricetes
392505,2732533,order,Zurhausenvirales
392505,151340,family,Papillomaviridae
392505,2169595,subfamily,Firstpapillomavirinae
392505,334211,genus,Pipapillomavirus
392505,1176145,species,Pipapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
39457,39457,serotype,Human papillomavirus type 70
39457,10239,superkingdom,Viruses
39457,2731342,clade,Monodnaviria
39457,2732092,kingdom,Shotokuvirae
39457,2732415,phylum,Cossaviricota
39457,2732421,class,Papovaviricetes
39457,2732533,order,Zurhausenvirales
39457,151340,family,Papillomaviridae
39457,2169595,subfamily,Firstpapillomavirinae
39457,333750,genus,Alphapapillomavirus
39457,337042,species,Alphapapillomavirus 7
QueryTaxID,TaxID,Rank,ScientificName
40537,40537,species,Epsilonpapillomavirus 1
40537,10239,superkingdom,Viruses
40537,2731342,clade,Monodnaviria
40537,2732092,kingdom,Shotokuvirae
40537,2732415,phylum,Cossaviricota
40537,2732421,class,Papovaviricetes
40537,2732533,order,Zurhausenvirales
40537,151340,family,Papillomaviridae
40537,2169595,subfamily,Firstpapillomavirinae
40537,325459,genus,Epsilonpapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
40538,40538,serotype,Human papillomavirus type 48
40538,10239,superkingdom,Viruses
40538,2731342,clade,Monodnaviria
40538,2732092,kingdom,Shotokuvirae
40538,2732415,phylum,Cossaviricota
40538,2732421,class,Papovaviricetes
40538,2732533,order,Zurhausenvirales
40538,151340,family,Papillomaviridae
40538,2169595,subfamily,Firstpapillomavirinae
40538,325455,genus,Gammapapillomavirus
40538,333928,species,Gammapapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
40539,40539,serotype,Human papillomavirus type 50
40539,10239,superkingdom,Viruses
40539,2731342,clade,Monodnaviria
40539,2732092,kingdom,Shotokuvirae
40539,2732415,phylum,Cossaviricota
40539,2732421,class,Papovaviricetes
40539,2732533,order,Zurhausenvirales
40539,151340,family,Papillomaviridae
40539,2169595,subfamily,Firstpapillomavirinae
40539,325455,genus,Gammapapillomavirus
40539,333929,species,Gammapapillomavirus 3
QueryTaxID,TaxID,Rank,ScientificName
40540,40540,serotype,Human papillomavirus type 60
40540,10239,superkingdom,Viruses
40540,2731342,clade,Monodnaviria
40540,2732092,kingdom,Shotokuvirae
40540,2732415,phylum,Cossaviricota
40540,2732421,class,Papovaviricetes
40540,2732533,order,Zurhausenvirales
40540,151340,family,Papillomaviridae
40540,2169595,subfamily,Firstpapillomavirinae
40540,325455,genus,Gammapapillomavirus
40540,333930,species,Gammapapillomavirus 4
QueryTaxID,TaxID,Rank,ScientificName
40541,40541,species,Ovine papillomavirus
40541,10239,superkingdom,Viruses
40541,2731342,clade,Monodnaviria
40541,2732092,kingdom,Shotokuvirae
40541,2732415,phylum,Cossaviricota
40541,2732421,class,Papovaviricetes
40541,2732533,order,Zurhausenvirales
40541,151340,family,Papillomaviridae
40541,333774,no rank,unclassified Papillomaviridae
40541,333938,clade,non-primate mammal papillomaviruses
QueryTaxID,TaxID,Rank,ScientificName
427343,427343,serotype,Human papillomavirus 107
427343,10239,superkingdom,Viruses
427343,2731342,clade,Monodnaviria
427343,2732092,kingdom,Shotokuvirae
427343,2732415,phylum,Cossaviricota
427343,2732421,class,Papovaviricetes
427343,2732533,order,Zurhausenvirales
427343,151340,family,Papillomaviridae
427343,2169595,subfamily,Firstpapillomavirinae
427343,333922,genus,Betapapillomavirus
427343,333924,species,Betapapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
430702,430702,species,Feline multicentric squamous cell carcinoma papillomavirus
430702,10239,superkingdom,Viruses
430702,2731342,clade,Monodnaviria
430702,2732092,kingdom,Shotokuvirae
430702,2732415,phylum,Cossaviricota
430702,2732421,class,Papovaviricetes
430702,2732533,order,Zurhausenvirales
430702,151340,family,Papillomaviridae
430702,333774,no rank,unclassified Papillomaviridae
430702,333938,clade,non-primate mammal papillomaviruses
QueryTaxID,TaxID,Rank,ScientificName
44028,44028,serotype,human papillomavirus 74
44028,10239,superkingdom,Viruses
44028,2731342,clade,Monodnaviria
44028,2732092,kingdom,Shotokuvirae
44028,2732415,phylum,Cossaviricota
44028,2732421,class,Papovaviricetes
44028,2732533,order,Zurhausenvirales
44028,151340,family,Papillomaviridae
44028,2169595,subfamily,Firstpapillomavirinae
44028,333750,genus,Alphapapillomavirus
44028,333754,species,Alphapapillomavirus 10
QueryTaxID,TaxID,Rank,ScientificName
445216,445216,species,Cervus timorensis papillomavirus
445216,10239,superkingdom,Viruses
445216,2731342,clade,Monodnaviria
445216,2732092,kingdom,Shotokuvirae
445216,2732415,phylum,Cossaviricota
445216,2732421,class,Papovaviricetes
445216,2732533,order,Zurhausenvirales
445216,151340,family,Papillomaviridae
445216,333774,no rank,unclassified Papillomaviridae
445216,333938,clade,non-primate mammal papillomaviruses
QueryTaxID,TaxID,Rank,ScientificName
445217,445217,serotype,Erinaceus europaeus papillomavirus 1
445217,10239,superkingdom,Viruses
445217,2731342,clade,Monodnaviria
445217,2732092,kingdom,Shotokuvirae
445217,2732415,phylum,Cossaviricota
445217,2732421,class,Papovaviricetes
445217,2732533,order,Zurhausenvirales
445217,151340,family,Papillomaviridae
445217,2169595,subfamily,Firstpapillomavirinae
445217,935641,genus,Dyoetapapillomavirus
445217,1177767,species,Dyoetapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
445218,445218,species,Pudu puda papillomavirus
445218,10239,superkingdom,Viruses
445218,2731342,clade,Monodnaviria
445218,2732092,kingdom,Shotokuvirae
445218,2732415,phylum,Cossaviricota
445218,2732421,class,Papovaviricetes
445218,2732533,order,Zurhausenvirales
445218,151340,family,Papillomaviridae
445218,333774,no rank,unclassified Papillomaviridae
445218,333938,clade,non-primate mammal papillomaviruses
QueryTaxID,TaxID,Rank,ScientificName
446138,446138,serotype,Sus scrofa papillomavirus 1
446138,10239,superkingdom,Viruses
446138,2731342,clade,Monodnaviria
446138,2732092,kingdom,Shotokuvirae
446138,2732415,phylum,Cossaviricota
446138,2732421,class,Papovaviricetes
446138,2732533,order,Zurhausenvirales
446138,151340,family,Papillomaviridae
446138,2169595,subfamily,Firstpapillomavirinae
446138,936056,genus,Dyodeltapapillomavirus
446138,1177764,species,Dyodeltapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
45240,45240,serotype,human papillomavirus 68
45240,10239,superkingdom,Viruses
45240,2731342,clade,Monodnaviria
45240,2732092,kingdom,Shotokuvirae
